iso_code,continent,location,date,TV,PV,FV,TVPH,PVPH,FVPH,population,HDI
SGP,Asia,Singapore,11/8/20,,,,,,,5850343,0.938
SVK,Europe,Slovakia,11/8/20,,,,,,,5459643,0.86
SVN,Europe,Slovenia,11/8/20,,,,,,,2078932,0.917
SLB,Oceania,Solomon Islands,11/8/20,,,,,,,686878,0.567
SOM,Africa,Somalia,11/8/20,,,,,,,15893219,
ZAF,Africa,South Africa,11/8/20,,,,,,,59308690,0.709
OWID_SAM,,South America,11/8/20,,,,,,,430759772,
KOR,Asia,South Korea,11/8/20,,,,,,,51269183,0.916
SSD,Africa,South Sudan,11/8/20,,,,,,,11193729,0.433
ESP,Europe,Spain,11/8/20,,,,,,,46754783,0.904
LKA,Asia,Sri Lanka,11/8/20,,,,,,,21413250,0.782
SDN,Africa,Sudan,11/8/20,,,,,,,43849269,0.51
SUR,South America,Suriname,11/8/20,,,,,,,586634,0.738
SWE,Europe,Sweden,11/8/20,,,,,,,10099270,0.945
CHE,Europe,Switzerland,11/8/20,,,,,,,8654618,0.955
SYR,Asia,Syria,11/8/20,,,,,,,17500657,0.567
TWN,Asia,Taiwan,11/8/20,,,,,,,23816775,
TJK,Asia,Tajikistan,11/8/20,,,,,,,9537642,0.668
TZA,Africa,Tanzania,11/8/20,,,,,,,59734213,0.529
THA,Asia,Thailand,11/8/20,,,,,,,69799978,0.777
TLS,Asia,Timor,11/8/20,,,,,,,1318442,0.606
TGO,Africa,Togo,11/8/20,,,,,,,8278737,0.515
TTO,North America,Trinidad and Tobago,11/8/20,,,,,,,1399491,0.796
TUN,Africa,Tunisia,11/8/20,,,,,,,11818618,0.74
TUR,Asia,Turkey,11/8/20,,,,,,,84339067,0.82
UGA,Africa,Uganda,11/8/20,,,,,,,45741000,0.544
UKR,Europe,Ukraine,11/8/20,,,,,,,43733759,0.779
ARE,Asia,United Arab Emirates,11/8/20,,,,,,,9890400,0.89
GBR,Europe,United Kingdom,11/8/20,,,,,,,67886004,0.932
USA,North America,United States,11/8/20,,,,,,,331002647,0.926
URY,South America,Uruguay,11/8/20,,,,,,,3473727,0.817
UZB,Asia,Uzbekistan,11/8/20,,,,,,,33469199,0.72
VAT,Europe,Vatican,11/8/20,,,,,,,809,
VEN,South America,Venezuela,11/8/20,,,,,,,28435943,0.711
VNM,Asia,Vietnam,11/8/20,,,,,,,97338583,0.704
OWID_WRL,,World,11/8/20,,,,,,,7794798729,0.737
YEM,Asia,Yemen,11/8/20,,,,,,,29825968,0.47
ZMB,Africa,Zambia,11/8/20,,,,,,,18383956,0.584
ZWE,Africa,Zimbabwe,11/8/20,,,,,,,14862927,0.571
AFG,Asia,Afghanistan,11/7/20,,,,,,,38928341,0.511
OWID_AFR,,Africa,11/7/20,,,,,,,1340598113,
ALB,Europe,Albania,11/7/20,,,,,,,2877800,0.795
DZA,Africa,Algeria,11/7/20,,,,,,,43851043,0.748
AND,Europe,Andorra,11/7/20,,,,,,,77265,0.868
AGO,Africa,Angola,11/7/20,,,,,,,32866268,0.581
ATG,North America,Antigua and Barbuda,11/7/20,,,,,,,97928,0.778
ARG,South America,Argentina,11/7/20,,,,,,,45195777,0.845
ARM,Asia,Armenia,11/7/20,,,,,,,2963234,0.776
OWID_ASI,,Asia,11/7/20,,,,,,,4639847425,
AUS,Oceania,Australia,11/7/20,,,,,,,25499881,0.944
AUT,Europe,Austria,11/7/20,,,,,,,9006400,0.922
AZE,Asia,Azerbaijan,11/7/20,,,,,,,10139175,0.756
BHS,North America,Bahamas,11/7/20,,,,,,,393248,0.814
BHR,Asia,Bahrain,11/7/20,,,,,,,1701583,0.852
BGD,Asia,Bangladesh,11/7/20,,,,,,,164689383,0.632
BRB,North America,Barbados,11/7/20,,,,,,,287371,0.814
BLR,Europe,Belarus,11/7/20,,,,,,,9449321,0.823
BEL,Europe,Belgium,11/7/20,,,,,,,11589616,0.931
BLZ,North America,Belize,11/7/20,,,,,,,397621,0.716
BEN,Africa,Benin,11/7/20,,,,,,,12123198,0.545
BTN,Asia,Bhutan,11/7/20,,,,,,,771612,0.654
BOL,South America,Bolivia,11/7/20,,,,,,,11673029,0.718
BIH,Europe,Bosnia and Herzegovina,11/7/20,,,,,,,3280815,0.78
BWA,Africa,Botswana,11/7/20,,,,,,,2351625,0.735
BRA,South America,Brazil,11/7/20,,,,,,,212559409,0.765
BRN,Asia,Brunei,11/7/20,,,,,,,437483,0.838
BGR,Europe,Bulgaria,11/7/20,,,,,,,6948445,0.816
BFA,Africa,Burkina Faso,11/7/20,,,,,,,20903278,0.452
BDI,Africa,Burundi,11/7/20,,,,,,,11890781,0.433
KHM,Asia,Cambodia,11/7/20,,,,,,,16718971,0.594
CMR,Africa,Cameroon,11/7/20,,,,,,,26545864,0.563
CAN,North America,Canada,11/7/20,,,,,,,37742157,0.929
CPV,Africa,Cape Verde,11/7/20,,,,,,,555988,0.665
CAF,Africa,Central African Republic,11/7/20,,,,,,,4829764,0.397
TCD,Africa,Chad,11/7/20,,,,,,,16425859,0.398
CHL,South America,Chile,11/7/20,,,,,,,19116209,0.851
CHN,Asia,China,11/7/20,,,,,,,1439323774,0.761
COL,South America,Colombia,11/7/20,,,,,,,50882884,0.767
COM,Africa,Comoros,11/7/20,,,,,,,869595,0.554
COG,Africa,Congo,11/7/20,,,,,,,5518092,0.574
CRI,North America,Costa Rica,11/7/20,,,,,,,5094114,0.81
CIV,Africa,Cote d'Ivoire,11/7/20,,,,,,,26378275,0.538
HRV,Europe,Croatia,11/7/20,,,,,,,4105268,0.851
CUB,North America,Cuba,11/7/20,,,,,,,11326616,0.783
CYP,Europe,Cyprus,11/7/20,,,,,,,875899,0.887
CZE,Europe,Czechia,11/7/20,,,,,,,10708982,0.9
COD,Africa,Democratic Republic of Congo,11/7/20,,,,,,,89561404,0.48
DNK,Europe,Denmark,11/7/20,,,,,,,5792203,0.94
DJI,Africa,Djibouti,11/7/20,,,,,,,988002,0.524
DMA,North America,Dominica,11/7/20,,,,,,,71991,0.742
DOM,North America,Dominican Republic,11/7/20,,,,,,,10847904,0.756
ECU,South America,Ecuador,11/7/20,,,,,,,17643060,0.759
EGY,Africa,Egypt,11/7/20,,,,,,,102334403,0.707
SLV,North America,El Salvador,11/7/20,,,,,,,6486201,0.673
GNQ,Africa,Equatorial Guinea,11/7/20,,,,,,,1402985,0.592
ERI,Africa,Eritrea,11/7/20,,,,,,,3546427,0.459
EST,Europe,Estonia,11/7/20,,,,,,,1326539,0.892
SWZ,Africa,Eswatini,11/7/20,,,,,,,1160164,0.611
ETH,Africa,Ethiopia,11/7/20,,,,,,,114963583,0.485
OWID_EUR,,Europe,11/7/20,,,,,,,748680069,
OWID_EUN,,European Union,11/7/20,,,,,,,444919060,
FJI,Oceania,Fiji,11/7/20,,,,,,,896444,0.743
FIN,Europe,Finland,11/7/20,,,,,,,5540718,0.938
FRA,Europe,France,11/7/20,,,,,,,65273512,0.901
GAB,Africa,Gabon,11/7/20,,,,,,,2225728,0.703
GMB,Africa,Gambia,11/7/20,,,,,,,2416664,0.496
GEO,Asia,Georgia,11/7/20,,,,,,,3989175,0.812
DEU,Europe,Germany,11/7/20,,,,,,,83783945,0.947
GHA,Africa,Ghana,11/7/20,,,,,,,31072945,0.611
GRC,Europe,Greece,11/7/20,,,,,,,10423056,0.888
GRD,North America,Grenada,11/7/20,,,,,,,112519,0.779
GTM,North America,Guatemala,11/7/20,,,,,,,17915567,0.663
GIN,Africa,Guinea,11/7/20,,,,,,,13132792,0.477
GNB,Africa,Guinea-Bissau,11/7/20,,,,,,,1967998,0.48
GUY,South America,Guyana,11/7/20,,,,,,,786559,0.682
HTI,North America,Haiti,11/7/20,,,,,,,11402533,0.51
HND,North America,Honduras,11/7/20,,,,,,,9904608,0.634
HUN,Europe,Hungary,11/7/20,,,,,,,9660350,0.854
ISL,Europe,Iceland,11/7/20,,,,,,,341250,0.949
IND,Asia,India,11/7/20,,,,,,,1380004385,0.645
IDN,Asia,Indonesia,11/7/20,,,,,,,273523621,0.718
OWID_INT,,International,11/7/20,,,,,,,,
IRN,Asia,Iran,11/7/20,,,,,,,83992953,0.783
IRQ,Asia,Iraq,11/7/20,,,,,,,40222503,0.674
IRL,Europe,Ireland,11/7/20,,,,,,,4937796,0.955
ISR,Asia,Israel,11/7/20,,,,,,,8655541,0.919
ITA,Europe,Italy,11/7/20,,,,,,,60461828,0.892
JAM,North America,Jamaica,11/7/20,,,,,,,2961161,0.734
JPN,Asia,Japan,11/7/20,,,,,,,126476458,0.919
JOR,Asia,Jordan,11/7/20,,,,,,,10203140,0.729
KAZ,Asia,Kazakhstan,11/7/20,,,,,,,18776707,0.825
KEN,Africa,Kenya,11/7/20,,,,,,,53771300,0.601
OWID_KOS,Europe,Kosovo,11/7/20,,,,,,,1932774,
KWT,Asia,Kuwait,11/7/20,,,,,,,4270563,0.806
KGZ,Asia,Kyrgyzstan,11/7/20,,,,,,,6524191,0.697
LAO,Asia,Laos,11/7/20,,,,,,,7275556,0.613
LVA,Europe,Latvia,11/7/20,,,,,,,1886202,0.866
LBN,Asia,Lebanon,11/7/20,,,,,,,6825442,0.744
LSO,Africa,Lesotho,11/7/20,,,,,,,2142252,0.527
LBR,Africa,Liberia,11/7/20,,,,,,,5057677,0.48
LBY,Africa,Libya,11/7/20,,,,,,,6871287,0.724
LIE,Europe,Liechtenstein,11/7/20,,,,,,,38137,0.919
LTU,Europe,Lithuania,11/7/20,,,,,,,2722291,0.882
LUX,Europe,Luxembourg,11/7/20,,,,,,,625976,0.916
MDG,Africa,Madagascar,11/7/20,,,,,,,27691019,0.528
MWI,Africa,Malawi,11/7/20,,,,,,,19129955,0.483
MYS,Asia,Malaysia,11/7/20,,,,,,,32365998,0.81
MDV,Asia,Maldives,11/7/20,,,,,,,540542,0.74
MLI,Africa,Mali,11/7/20,,,,,,,20250834,0.434
MLT,Europe,Malta,11/7/20,,,,,,,441539,0.895
MHL,Oceania,Marshall Islands,11/7/20,,,,,,,59194,0.704
MRT,Africa,Mauritania,11/7/20,,,,,,,4649660,0.546
MUS,Africa,Mauritius,11/7/20,,,,,,,1271767,0.804
MEX,North America,Mexico,11/7/20,,,,,,,128932753,0.779
MDA,Europe,Moldova,11/7/20,,,,,,,4033963,0.75
MCO,Europe,Monaco,11/7/20,,,,,,,39244,
MNG,Asia,Mongolia,11/7/20,,,,,,,3278292,0.737
MNE,Europe,Montenegro,11/7/20,,,,,,,628062,0.829
MAR,Africa,Morocco,11/7/20,,,,,,,36910558,0.686
MOZ,Africa,Mozambique,11/7/20,,,,,,,31255435,0.456
MMR,Asia,Myanmar,11/7/20,,,,,,,54409794,0.583
NAM,Africa,Namibia,11/7/20,,,,,,,2540916,0.646
NPL,Asia,Nepal,11/7/20,,,,,,,29136808,0.602
NLD,Europe,Netherlands,11/7/20,,,,,,,17134873,0.944
NZL,Oceania,New Zealand,11/7/20,,,,,,,4822233,0.931
NIC,North America,Nicaragua,11/7/20,,,,,,,6624554,0.66
NER,Africa,Niger,11/7/20,,,,,,,24206636,0.394
NGA,Africa,Nigeria,11/7/20,,,,,,,206139587,0.539
OWID_NAM,,North America,11/7/20,,,,,,,592072204,
MKD,Europe,North Macedonia,11/7/20,,,,,,,2083380,0.774
NOR,Europe,Norway,11/7/20,,,,,,,5421242,0.957
OWID_OCE,,Oceania,11/7/20,,,,,,,42677809,
OMN,Asia,Oman,11/7/20,,,,,,,5106622,0.813
PAK,Asia,Pakistan,11/7/20,,,,,,,220892331,0.557
PSE,Asia,Palestine,11/7/20,,,,,,,5101416,0.708
PAN,North America,Panama,11/7/20,,,,,,,4314768,0.815
PNG,Oceania,Papua New Guinea,11/7/20,,,,,,,8947027,0.555
PRY,South America,Paraguay,11/7/20,,,,,,,7132530,0.728
PER,South America,Peru,11/7/20,,,,,,,32971846,0.777
PHL,Asia,Philippines,11/7/20,,,,,,,109581085,0.718
POL,Europe,Poland,11/7/20,,,,,,,37846605,0.88
PRT,Europe,Portugal,11/7/20,,,,,,,10196707,0.864
QAT,Asia,Qatar,11/7/20,,,,,,,2881060,0.848
ROU,Europe,Romania,11/7/20,,,,,,,19237682,0.828
RUS,Europe,Russia,11/7/20,,,,,,,145934460,0.824
RWA,Africa,Rwanda,11/7/20,,,,,,,12952209,0.543
KNA,North America,Saint Kitts and Nevis,11/7/20,,,,,,,53192,0.779
LCA,North America,Saint Lucia,11/7/20,,,,,,,183629,0.759
VCT,North America,Saint Vincent and the Grenadines,11/7/20,,,,,,,110947,0.738
SMR,Europe,San Marino,11/7/20,,,,,,,33938,
STP,Africa,Sao Tome and Principe,11/7/20,,,,,,,219161,0.625
SAU,Asia,Saudi Arabia,11/7/20,,,,,,,34813867,0.854
SEN,Africa,Senegal,11/7/20,,,,,,,16743930,0.512
SRB,Europe,Serbia,11/7/20,,,,,,,6804596,0.806
SYC,Africa,Seychelles,11/7/20,,,,,,,98340,0.796
SLE,Africa,Sierra Leone,11/7/20,,,,,,,7976985,0.452
SGP,Asia,Singapore,11/7/20,,,,,,,5850343,0.938
SVK,Europe,Slovakia,11/7/20,,,,,,,5459643,0.86
SVN,Europe,Slovenia,11/7/20,,,,,,,2078932,0.917
SLB,Oceania,Solomon Islands,11/7/20,,,,,,,686878,0.567
SOM,Africa,Somalia,11/7/20,,,,,,,15893219,
ZAF,Africa,South Africa,11/7/20,,,,,,,59308690,0.709
OWID_SAM,,South America,11/7/20,,,,,,,430759772,
KOR,Asia,South Korea,11/7/20,,,,,,,51269183,0.916
SSD,Africa,South Sudan,11/7/20,,,,,,,11193729,0.433
ESP,Europe,Spain,11/7/20,,,,,,,46754783,0.904
LKA,Asia,Sri Lanka,11/7/20,,,,,,,21413250,0.782
SDN,Africa,Sudan,11/7/20,,,,,,,43849269,0.51
SUR,South America,Suriname,11/7/20,,,,,,,586634,0.738
SWE,Europe,Sweden,11/7/20,,,,,,,10099270,0.945
CHE,Europe,Switzerland,11/7/20,,,,,,,8654618,0.955
SYR,Asia,Syria,11/7/20,,,,,,,17500657,0.567
TWN,Asia,Taiwan,11/7/20,,,,,,,23816775,
TJK,Asia,Tajikistan,11/7/20,,,,,,,9537642,0.668
TZA,Africa,Tanzania,11/7/20,,,,,,,59734213,0.529
THA,Asia,Thailand,11/7/20,,,,,,,69799978,0.777
TLS,Asia,Timor,11/7/20,,,,,,,1318442,0.606
TGO,Africa,Togo,11/7/20,,,,,,,8278737,0.515
TTO,North America,Trinidad and Tobago,11/7/20,,,,,,,1399491,0.796
TUN,Africa,Tunisia,11/7/20,,,,,,,11818618,0.74
TUR,Asia,Turkey,11/7/20,,,,,,,84339067,0.82
UGA,Africa,Uganda,11/7/20,,,,,,,45741000,0.544
UKR,Europe,Ukraine,11/7/20,,,,,,,43733759,0.779
ARE,Asia,United Arab Emirates,11/7/20,,,,,,,9890400,0.89
GBR,Europe,United Kingdom,11/7/20,,,,,,,67886004,0.932
USA,North America,United States,11/7/20,,,,,,,331002647,0.926
URY,South America,Uruguay,11/7/20,,,,,,,3473727,0.817
UZB,Asia,Uzbekistan,11/7/20,,,,,,,33469199,0.72
VAT,Europe,Vatican,11/7/20,,,,,,,809,
VEN,South America,Venezuela,11/7/20,,,,,,,28435943,0.711
VNM,Asia,Vietnam,11/7/20,,,,,,,97338583,0.704
OWID_WRL,,World,11/7/20,,,,,,,7794798729,0.737
YEM,Asia,Yemen,11/7/20,,,,,,,29825968,0.47
ZMB,Africa,Zambia,11/7/20,,,,,,,18383956,0.584
ZWE,Africa,Zimbabwe,11/7/20,,,,,,,14862927,0.571
AFG,Asia,Afghanistan,11/6/20,,,,,,,38928341,0.511
OWID_AFR,,Africa,11/6/20,,,,,,,1340598113,
ALB,Europe,Albania,11/6/20,,,,,,,2877800,0.795
DZA,Africa,Algeria,11/6/20,,,,,,,43851043,0.748
AND,Europe,Andorra,11/6/20,,,,,,,77265,0.868
AGO,Africa,Angola,11/6/20,,,,,,,32866268,0.581
ATG,North America,Antigua and Barbuda,11/6/20,,,,,,,97928,0.778
ARG,South America,Argentina,11/6/20,,,,,,,45195777,0.845
ARM,Asia,Armenia,11/6/20,,,,,,,2963234,0.776
OWID_ASI,,Asia,11/6/20,,,,,,,4639847425,
AUS,Oceania,Australia,11/6/20,,,,,,,25499881,0.944
AUT,Europe,Austria,11/6/20,,,,,,,9006400,0.922
AZE,Asia,Azerbaijan,11/6/20,,,,,,,10139175,0.756
BHS,North America,Bahamas,11/6/20,,,,,,,393248,0.814
BHR,Asia,Bahrain,11/6/20,,,,,,,1701583,0.852
BGD,Asia,Bangladesh,11/6/20,,,,,,,164689383,0.632
BRB,North America,Barbados,11/6/20,,,,,,,287371,0.814
BLR,Europe,Belarus,11/6/20,,,,,,,9449321,0.823
BEL,Europe,Belgium,11/6/20,,,,,,,11589616,0.931
BLZ,North America,Belize,11/6/20,,,,,,,397621,0.716
BEN,Africa,Benin,11/6/20,,,,,,,12123198,0.545
BTN,Asia,Bhutan,11/6/20,,,,,,,771612,0.654
BOL,South America,Bolivia,11/6/20,,,,,,,11673029,0.718
BIH,Europe,Bosnia and Herzegovina,11/6/20,,,,,,,3280815,0.78
BWA,Africa,Botswana,11/6/20,,,,,,,2351625,0.735
BRA,South America,Brazil,11/6/20,,,,,,,212559409,0.765
BRN,Asia,Brunei,11/6/20,,,,,,,437483,0.838
BGR,Europe,Bulgaria,11/6/20,,,,,,,6948445,0.816
BFA,Africa,Burkina Faso,11/6/20,,,,,,,20903278,0.452
BDI,Africa,Burundi,11/6/20,,,,,,,11890781,0.433
KHM,Asia,Cambodia,11/6/20,,,,,,,16718971,0.594
CMR,Africa,Cameroon,11/6/20,,,,,,,26545864,0.563
CAN,North America,Canada,11/6/20,,,,,,,37742157,0.929
CPV,Africa,Cape Verde,11/6/20,,,,,,,555988,0.665
CAF,Africa,Central African Republic,11/6/20,,,,,,,4829764,0.397
TCD,Africa,Chad,11/6/20,,,,,,,16425859,0.398
CHL,South America,Chile,11/6/20,,,,,,,19116209,0.851
CHN,Asia,China,11/6/20,,,,,,,1439323774,0.761
COL,South America,Colombia,11/6/20,,,,,,,50882884,0.767
COM,Africa,Comoros,11/6/20,,,,,,,869595,0.554
COG,Africa,Congo,11/6/20,,,,,,,5518092,0.574
CRI,North America,Costa Rica,11/6/20,,,,,,,5094114,0.81
CIV,Africa,Cote d'Ivoire,11/6/20,,,,,,,26378275,0.538
HRV,Europe,Croatia,11/6/20,,,,,,,4105268,0.851
CUB,North America,Cuba,11/6/20,,,,,,,11326616,0.783
CYP,Europe,Cyprus,11/6/20,,,,,,,875899,0.887
CZE,Europe,Czechia,11/6/20,,,,,,,10708982,0.9
COD,Africa,Democratic Republic of Congo,11/6/20,,,,,,,89561404,0.48
DNK,Europe,Denmark,11/6/20,,,,,,,5792203,0.94
DJI,Africa,Djibouti,11/6/20,,,,,,,988002,0.524
DMA,North America,Dominica,11/6/20,,,,,,,71991,0.742
DOM,North America,Dominican Republic,11/6/20,,,,,,,10847904,0.756
ECU,South America,Ecuador,11/6/20,,,,,,,17643060,0.759
EGY,Africa,Egypt,11/6/20,,,,,,,102334403,0.707
SLV,North America,El Salvador,11/6/20,,,,,,,6486201,0.673
GNQ,Africa,Equatorial Guinea,11/6/20,,,,,,,1402985,0.592
ERI,Africa,Eritrea,11/6/20,,,,,,,3546427,0.459
EST,Europe,Estonia,11/6/20,,,,,,,1326539,0.892
SWZ,Africa,Eswatini,11/6/20,,,,,,,1160164,0.611
ETH,Africa,Ethiopia,11/6/20,,,,,,,114963583,0.485
OWID_EUR,,Europe,11/6/20,,,,,,,748680069,
OWID_EUN,,European Union,11/6/20,,,,,,,444919060,
FJI,Oceania,Fiji,11/6/20,,,,,,,896444,0.743
FIN,Europe,Finland,11/6/20,,,,,,,5540718,0.938
FRA,Europe,France,11/6/20,,,,,,,65273512,0.901
GAB,Africa,Gabon,11/6/20,,,,,,,2225728,0.703
GMB,Africa,Gambia,11/6/20,,,,,,,2416664,0.496
GEO,Asia,Georgia,11/6/20,,,,,,,3989175,0.812
DEU,Europe,Germany,11/6/20,,,,,,,83783945,0.947
GHA,Africa,Ghana,11/6/20,,,,,,,31072945,0.611
GRC,Europe,Greece,11/6/20,,,,,,,10423056,0.888
GRD,North America,Grenada,11/6/20,,,,,,,112519,0.779
GTM,North America,Guatemala,11/6/20,,,,,,,17915567,0.663
GIN,Africa,Guinea,11/6/20,,,,,,,13132792,0.477
GNB,Africa,Guinea-Bissau,11/6/20,,,,,,,1967998,0.48
GUY,South America,Guyana,11/6/20,,,,,,,786559,0.682
HTI,North America,Haiti,11/6/20,,,,,,,11402533,0.51
HND,North America,Honduras,11/6/20,,,,,,,9904608,0.634
HUN,Europe,Hungary,11/6/20,,,,,,,9660350,0.854
ISL,Europe,Iceland,11/6/20,,,,,,,341250,0.949
IND,Asia,India,11/6/20,,,,,,,1380004385,0.645
IDN,Asia,Indonesia,11/6/20,,,,,,,273523621,0.718
OWID_INT,,International,11/6/20,,,,,,,,
IRN,Asia,Iran,11/6/20,,,,,,,83992953,0.783
IRQ,Asia,Iraq,11/6/20,,,,,,,40222503,0.674
IRL,Europe,Ireland,11/6/20,,,,,,,4937796,0.955
ISR,Asia,Israel,11/6/20,,,,,,,8655541,0.919
ITA,Europe,Italy,11/6/20,,,,,,,60461828,0.892
JAM,North America,Jamaica,11/6/20,,,,,,,2961161,0.734
JPN,Asia,Japan,11/6/20,,,,,,,126476458,0.919
JOR,Asia,Jordan,11/6/20,,,,,,,10203140,0.729
KAZ,Asia,Kazakhstan,11/6/20,,,,,,,18776707,0.825
KEN,Africa,Kenya,11/6/20,,,,,,,53771300,0.601
OWID_KOS,Europe,Kosovo,11/6/20,,,,,,,1932774,
KWT,Asia,Kuwait,11/6/20,,,,,,,4270563,0.806
KGZ,Asia,Kyrgyzstan,11/6/20,,,,,,,6524191,0.697
LAO,Asia,Laos,11/6/20,,,,,,,7275556,0.613
LVA,Europe,Latvia,11/6/20,,,,,,,1886202,0.866
LBN,Asia,Lebanon,11/6/20,,,,,,,6825442,0.744
LSO,Africa,Lesotho,11/6/20,,,,,,,2142252,0.527
LBR,Africa,Liberia,11/6/20,,,,,,,5057677,0.48
LBY,Africa,Libya,11/6/20,,,,,,,6871287,0.724
LIE,Europe,Liechtenstein,11/6/20,,,,,,,38137,0.919
LTU,Europe,Lithuania,11/6/20,,,,,,,2722291,0.882
LUX,Europe,Luxembourg,11/6/20,,,,,,,625976,0.916
MDG,Africa,Madagascar,11/6/20,,,,,,,27691019,0.528
MWI,Africa,Malawi,11/6/20,,,,,,,19129955,0.483
MYS,Asia,Malaysia,11/6/20,,,,,,,32365998,0.81
MDV,Asia,Maldives,11/6/20,,,,,,,540542,0.74
MLI,Africa,Mali,11/6/20,,,,,,,20250834,0.434
MLT,Europe,Malta,11/6/20,,,,,,,441539,0.895
MHL,Oceania,Marshall Islands,11/6/20,,,,,,,59194,0.704
MRT,Africa,Mauritania,11/6/20,,,,,,,4649660,0.546
MUS,Africa,Mauritius,11/6/20,,,,,,,1271767,0.804
MEX,North America,Mexico,11/6/20,,,,,,,128932753,0.779
MDA,Europe,Moldova,11/6/20,,,,,,,4033963,0.75
MCO,Europe,Monaco,11/6/20,,,,,,,39244,
MNG,Asia,Mongolia,11/6/20,,,,,,,3278292,0.737
MNE,Europe,Montenegro,11/6/20,,,,,,,628062,0.829
MAR,Africa,Morocco,11/6/20,,,,,,,36910558,0.686
MOZ,Africa,Mozambique,11/6/20,,,,,,,31255435,0.456
MMR,Asia,Myanmar,11/6/20,,,,,,,54409794,0.583
NAM,Africa,Namibia,11/6/20,,,,,,,2540916,0.646
NPL,Asia,Nepal,11/6/20,,,,,,,29136808,0.602
NLD,Europe,Netherlands,11/6/20,,,,,,,17134873,0.944
NZL,Oceania,New Zealand,11/6/20,,,,,,,4822233,0.931
NIC,North America,Nicaragua,11/6/20,,,,,,,6624554,0.66
NER,Africa,Niger,11/6/20,,,,,,,24206636,0.394
NGA,Africa,Nigeria,11/6/20,,,,,,,206139587,0.539
OWID_NAM,,North America,11/6/20,,,,,,,592072204,
MKD,Europe,North Macedonia,11/6/20,,,,,,,2083380,0.774
NOR,Europe,Norway,11/6/20,,,,,,,5421242,0.957
OWID_OCE,,Oceania,11/6/20,,,,,,,42677809,
OMN,Asia,Oman,11/6/20,,,,,,,5106622,0.813
PAK,Asia,Pakistan,11/6/20,,,,,,,220892331,0.557
PSE,Asia,Palestine,11/6/20,,,,,,,5101416,0.708
PAN,North America,Panama,11/6/20,,,,,,,4314768,0.815
PNG,Oceania,Papua New Guinea,11/6/20,,,,,,,8947027,0.555
PRY,South America,Paraguay,11/6/20,,,,,,,7132530,0.728
PER,South America,Peru,11/6/20,,,,,,,32971846,0.777
PHL,Asia,Philippines,11/6/20,,,,,,,109581085,0.718
POL,Europe,Poland,11/6/20,,,,,,,37846605,0.88
PRT,Europe,Portugal,11/6/20,,,,,,,10196707,0.864
QAT,Asia,Qatar,11/6/20,,,,,,,2881060,0.848
ROU,Europe,Romania,11/6/20,,,,,,,19237682,0.828
RUS,Europe,Russia,11/6/20,,,,,,,145934460,0.824
RWA,Africa,Rwanda,11/6/20,,,,,,,12952209,0.543
KNA,North America,Saint Kitts and Nevis,11/6/20,,,,,,,53192,0.779
LCA,North America,Saint Lucia,11/6/20,,,,,,,183629,0.759
VCT,North America,Saint Vincent and the Grenadines,11/6/20,,,,,,,110947,0.738
SMR,Europe,San Marino,11/6/20,,,,,,,33938,
STP,Africa,Sao Tome and Principe,11/6/20,,,,,,,219161,0.625
SAU,Asia,Saudi Arabia,11/6/20,,,,,,,34813867,0.854
SEN,Africa,Senegal,11/6/20,,,,,,,16743930,0.512
SRB,Europe,Serbia,11/6/20,,,,,,,6804596,0.806
SYC,Africa,Seychelles,11/6/20,,,,,,,98340,0.796
SLE,Africa,Sierra Leone,11/6/20,,,,,,,7976985,0.452
SGP,Asia,Singapore,11/6/20,,,,,,,5850343,0.938
SVK,Europe,Slovakia,11/6/20,,,,,,,5459643,0.86
SVN,Europe,Slovenia,11/6/20,,,,,,,2078932,0.917
SLB,Oceania,Solomon Islands,11/6/20,,,,,,,686878,0.567
SOM,Africa,Somalia,11/6/20,,,,,,,15893219,
ZAF,Africa,South Africa,11/6/20,,,,,,,59308690,0.709
OWID_SAM,,South America,11/6/20,,,,,,,430759772,
KOR,Asia,South Korea,11/6/20,,,,,,,51269183,0.916
SSD,Africa,South Sudan,11/6/20,,,,,,,11193729,0.433
ESP,Europe,Spain,11/6/20,,,,,,,46754783,0.904
LKA,Asia,Sri Lanka,11/6/20,,,,,,,21413250,0.782
SDN,Africa,Sudan,11/6/20,,,,,,,43849269,0.51
SUR,South America,Suriname,11/6/20,,,,,,,586634,0.738
SWE,Europe,Sweden,11/6/20,,,,,,,10099270,0.945
CHE,Europe,Switzerland,11/6/20,,,,,,,8654618,0.955
SYR,Asia,Syria,11/6/20,,,,,,,17500657,0.567
TWN,Asia,Taiwan,11/6/20,,,,,,,23816775,
TJK,Asia,Tajikistan,11/6/20,,,,,,,9537642,0.668
TZA,Africa,Tanzania,11/6/20,,,,,,,59734213,0.529
THA,Asia,Thailand,11/6/20,,,,,,,69799978,0.777
TLS,Asia,Timor,11/6/20,,,,,,,1318442,0.606
TGO,Africa,Togo,11/6/20,,,,,,,8278737,0.515
TTO,North America,Trinidad and Tobago,11/6/20,,,,,,,1399491,0.796
TUN,Africa,Tunisia,11/6/20,,,,,,,11818618,0.74
TUR,Asia,Turkey,11/6/20,,,,,,,84339067,0.82
UGA,Africa,Uganda,11/6/20,,,,,,,45741000,0.544
UKR,Europe,Ukraine,11/6/20,,,,,,,43733759,0.779
ARE,Asia,United Arab Emirates,11/6/20,,,,,,,9890400,0.89
